qid,leader,wiki_title,article_length,cult_text,cult_evidence,hagiography_text,hagiography_evidence,birthday_text,birthday_evidence,monuments_text,monuments_evidence,titles_text,titles_evidence
Q5765,Kim Jong-il,Kim Jong-il,115343,1,"...er codified as the Ten Principles for the Establishment of a Monolithic Ideological System . Kim's various efforts greatly benefited the North Korean cult of personality . In 1969, he was appointed as the head of Kim Il Sung's personal guard. &#91; 36 &#93; &#58;&#8202;204&#8202; At the time of the 5th Congress of the... | ...sk and thus begun his influential career in North Korean filmmaking, &#91; 31 &#93; during which he made significant efforts to further intensify the personality cult of",1,"...t powerful figure behind his father in North Korea. By the 1980s, North Korea began to experience severe economic stagnation. Kim Il Sung's policy of Juche (self-reliance) cut the country off from almost all external trade, even with its traditional partners, the Soviet Union and China. South Korea accus... | ...ast 130 countries and regions. And 2008 saw at least 3,000 functions held in over 150 countries and regions for the same purpose. &#91; 188 &#93; The Selected Works of Kim Jong Il (En",1,"...e country. &#91; 141 &#93; &#91; 142 &#93; His birthday of 16 February was declared ""the greatest auspicious holiday of the nation"" and was named the Day of the Shining Star . &#91; 143 &#93; In February 2012, on what would have been his 71st birthday, Kim was posthumously made Dae Wonsu (usually translated as Generalissi...",1,"...arted to use his name. &#91; 36 &#93; &#58;&#8202;206&#8202; In 1978, portraits of Kim Jong Il's position as heir apparent was briefly in doubt, with his portraits being taken down in barracks and mentions of ""Party Centre"" dropping, though by 1979, his position was back on track. &#91; 36 &#93; &#58;&#8202;210...",1,"...ure Military service Allegiance North Korea Branch/service Korean People's Army Years&#160;of service 1991–2011 Rank Taewonsu (posthumously) Commands Supreme Commander Korean name Hangul 김정일 Hanja 金正日 &#91; 1 &#93; RR Gim Jeongil MR Kim Chŏngil IPA &#91;kim.dzɔŋ.il&#93; ⓘ Central institution membership 1980–2011: Me... | ...hining Star . &#91; 143 &#93; In February 2012, on what would have been his 71st birthday, Kim was posthumously made Dae Wonsu (usually translated as Generalissimo , liter"
Q203633,Ceausescu,Nicolae Ceaușescu,68990,1,"...1982, Ceaușescu directed the government to export much of the country's agricultural and industrial production in an effort to repay these debts. His cult of personality experienced unprecedented elevation, followed by the deterioration of foreign relations, even with the Soviet Union. By the end of 1989, mounting dis... | ...ea of total national transformation as embodied in the programmes of North Korea's Juche and China's Cultural Revolution. He was also inspired by the personality cults o",1,"...ongolia and North Vietnam in 1971. He took great interest in the idea of total national transformation as embodied in the programmes of North Korea's Juche and China's Cultural Revolution. He was also inspired by the personality cults of North Korea's Kim Il Sung and China's Mao Zedong. Journalist Edward... | ...three were arrested immediately. Subsequently, graffiti in solidarity with the workers' revolt appeared on the campus, and some students distributed manifestos. Security teams conduct",0,,1,"...to the Jurnalul Național, requests were made by the Ceaușescus' daughter, Zoia, and by supporters of their political views, to move their remains to mausoleums or to purpose-built churches. These demands were denied by the government.   ==== Exhumation and reburial ==== On 21 July 2010, forensic scientists...",1,...ojocaru in the 2011 Swiss docudrama Die letzten Tage der Ceaușescus. The final song on the 2012 album Bish Bosch by Scott Walker titled “The Day The ‘Conducator’ Died (An Xmas Song)” is in reference to Ceaușescu (and his death on Christmas Day.) A comedy musical enjoyed a world premiere at Seven Arts in Leeds...
Q5621,Idi Amin,Idi Amin,48520,0,,0,,0,,0,,1,"...e in the UK. Kyemba wrote and published A State of Blood, the first insider exposé of Amin's rule. On 25 June 1976, the Defense Council declared Amin president for life.   === International relations ===  Initially, Amin was supported by Western powers such as Israel, West Germany, and, in particular, the United King..."
Q191543,Bokassa,Jean-Bédel Bokassa,36445,0,,1,"...le's Republic of China (PRC) in September 1964. A delegation led by Meng Yieng and agents of the Chinese government toured the CAR, showing communist propaganda films. Soon after, the PRC gave the CAR an interest-free loan of one billion CFA francs (20 million French francs). The aid failed to subdue the prospect...",0,,0,,1,"...arrack to serve as an example.   == Rule during the 1970s ==  In 1971, Bokassa promoted himself to full general, and on 4 March 1972 declared himself president for life. He survived another coup attempt in December 1974. The following month, on 2 January, he relinquished the position of prime minister to Elisabeth Do..."
Q16220,Francois Duvalier,François Duvalier,23518,1,"...aint Louverture International Airport after the leader of the Haitian Revolution.   ==== Personality cult and Vodou ==== Duvalier fostered an intense cult of personality, portraying himself as the physical embodiment of the island nation. He also revived the traditions of Vodou, later using them to consolidate his pow... | ...s the Presidential Guard. Duvalier further sought to solidify his rule by incorporating elements of Haitian mythology, most prominently Vodou, into a personality cult.  ",0,,0,,1,"...consolidate his power with his claim of being a Vodou priest himself. In an effort to make himself even more imposing, Duvalier deliberately modeled his image on that of Baron Samedi, one of the lwa, or spirits, of Haitian Vodou. He often donned sunglasses in order to hide his eyes and talked with the stron... | .... The large cortege processing to Port-au-Prince's Grand Cimetière was interrupted twice by minor crowd crushes. He was laid to rest in a small tiled mausoleum which he had earlier",1,"...dential election in which he was the only candidate. Afterwards, he consolidated his power step by step, culminating in 1964 when he declared himself president for life after another sham referendum and election. An undercover government death squad, the Tonton Macoute (Haitian Creole: Tonton Makout), indiscriminatel..."
Q314812,Jean-Claude Duvalier,Jean-Claude Duvalier,14453,0,,0,,0,,0,,0,
Q192927,Trujillo,Rafael Trujillo,37941,1,"...e, the Trujillo Era (Spanish: El Trujillato or La Era de Trujillo), was one of the longest for a non-royal leader in the world, and centered around a personality cult of the ruling family. It was also one of the most brutal; Trujillo's security forces, including the infamous SIM, were responsible for many murders....",0,,0,,1,"...er, Trujillo organized a major national celebration to commemorate 25 years of his rule in 1955. Gold and silver commemorative coins were minted with his image.   == Oppression == Brutal oppression of actual or perceived members of the opposition was the key feature of Trujillo's rule from the very beginning...",1,"...30 until his assassination in May 1961. He was the 36th and 39th president from 1930 to 1938 and again from 1942 to 1952. He also served as the first generalissimo, the de facto most powerful position in the country at the time from 1930 until his assassination. Under that position, Trujillo served under figureh... | ...tom duties with no restrictions. This diplomatic success gave Trujillo the occasion to launch a massive propaganda campaign that presented him as the savior of the nation. A l"
Q29179,Franco,Francisco Franco,94029,1,"...st Italy and Nazi Germany. He consolidated all Nationalist groups into the FET y de las JONS (also known as the Movimiento Nacional), and developed a cult of personality around his rule. Three years later the Nationalists declared victory, which extended Franco's rule over Spain through a period of repression of polit... | ...his party FET-JONS and presenting himself as the direct successor to Jose Antonio Primo de Rivera, the founder of the Falange who gained a posthumous personality cult in",1,"...socialist militias. On 17 July, one day earlier than planned, the Army of Africa rebelled, detaining their commanders. On 18 July, Franco published a manifesto and left for Africa, where he arrived the next day to take command. A week later the rebels, who soon called themselves the Nationalists, controlled...",0,,1,"...rm of a captain general (a rank traditionally reserved for the king) and resided in El Pardo Palace. In addition he began walking under a canopy, and his portrait appeared on most Spanish coins and postage stamps. He also added ""by the grace of God"", a phrase usually part of the styles of monarchs, to his style... | ...nnounced that it would move Franco's remains to the Mingorrubio cemetery as soon as possible. On 24 October 2019 his remains were moved to his wife's mausoleum which is located",1,"...war. Franco's direction of the German and Italian forces was limited, particularly in the direction of the Condor Legion, but he was by default their supreme commander, and they declined to interfere in the politics of the Nationalist zone. For reasons of prestige it was decided to continue assisting Franco until th... | ...he colonels, majors, and captains of the Spanish Army who had attended the academy when he was its director displayed unconditional loyalty to him as Caudillo.   === Durin"
Q37040,Salazar,António de Oliveira Salazar,102157,1,"...al years before the war began, Salazar clarified in an official speech that Portuguese nationalism did not include ""the pagan ideal and anti-human to deify a race or empire"", and again, in 1937, Salazar published a book in which he criticised the Nuremberg Laws passed in 1935 in Germany, considering it r...",1,"...es, but the rest were repressed by the political police.   == Prime Minister (1932–1968) ==   === Formation of the Estado Novo ===  Salazar based his political philosophy on a close interpretation of the Catholic social doctrine, much like the contemporary regime of Engelbert Dollfuss in Austria. The economic system, k...",0,,1,"...age in public opinion was of a man entirely dedicated to the nation, almost a monk, far removed from feminine temptations, and censorship maintained this image. However, this is not true. Salazar had several love affairs, although he was afraid of falling in love. One of his seminary colleagues commented: ""H...",0,
Q58422,Hoxha,Enver Hoxha,57991,1,"...of Xoxe; Hoxha steadfastly refused. In 1956 at the Twentieth Party Congress of the Communist Party of the Soviet Union, Khrushchev condemned Stalin's cult of personality and denounced his predecessor's excesses. Khrushchev then announced the theory of peaceful coexistence, which angered Hoxha greatly. The Institute of... | ...al facilities and even Air Force Mountain and underground bunkers. Hoxha's internal policies were true to Stalin's paradigm which he admired, and the personality cult wh",1,"...ed from differing foreign policy matters with Hoxha. Hoxha also wrote a large assortment of books during this period, resulting in over 65 volumes of collected works, condensed into six volumes of selected works. In 1973, Hoxha suffered a heart attack from which he never fully recovered. In increasingly precarious... | ...oxha. Hoxha also wrote a large assortment of books during this period, resulting in over 65 volumes of collected works, condensed into six volumes of selected works. In 1973",0,,1,"...d pyramid. Some sources have referred to the edifice, said to be the most expensive edifice ever constructed in Albanian history, as the ""Enver Hoxha Mausoleum"", but this was not an official appellation. The museum was opened in 1988, three years after her father's death, and in 1991, it was transformed into...",1,"...o military matters. Each schoolbook required one or more quotations from him on the subjects being studied. The Party honored him with titles such as Supreme Comrade, Sole Force and Great Teacher. He adopted a different type military salute for the People's Army to render honors which was known as the ""Hoxhaist sa..."
Q4534,Stalin,Joseph Stalin,94140,1,"...nounced the Stalin personality cult, and the cult was subsequently criticised in Pravda. In 1956, Khrushchev gave his ""Secret Speech"", titled ""On the Cult of Personality and Its Consequences"", to a closed session of the Party's 20th Congress. There, Khrushchev denounced Stalin for both his mass repression and his pers... | ...sation"". One of the 20th century's most significant figures, Stalin has a deeply contested legacy. During his rule, he was the subject of a pervasive personality cult wi",1,"...e Soviet Union, the first time that he had unequivocally endorsed Russians over the other Soviet nationalities. In 1946, the state published Stalin's Collected Works. In 1947, it brought out a second edition of his official biography, which glorified him to a greater extent than its predecessor. He was quoted in P... | ...Russians over the other Soviet nationalities. In 1946, the state published Stalin's Collected Works. In 1947, it brought out a second edition of his official biography, whic",0,,1,"...ower ==   === 1924–1928: Succeeding Lenin ===  Upon Lenin's death in January 1924, Stalin took charge of the funeral and was a pallbearer. To bolster his image as a devoted Leninist amid his growing personality cult, Stalin gave nine lectures at Sverdlov University on the Foundations of Leninism, later publi... | ...his armies controlled Central and Eastern Europe up to the River Elbe. In June 1945, Stalin adopted the title of Generalissimo and stood atop Lenin's Mausoleum to watch a celebrat",1,"..., Trotsky was removed from the Central Committee; he was later exiled to Kazakhstan in 1928 and deported from the country in 1929. Stalin was now the supreme leader of the party and state. He entrusted the position of head of government to Vyacheslav Molotov; other important supporters on the Politburo were Voros... | ...iment of victory and patriotism, and his armies controlled Central and Eastern Europe up to the River Elbe. In June 1945, Stalin adopted the title of Generalissimo and stood "
Q47272,Khrushchev,Nikita Khrushchev,99699,1,"...Khrushcheva (Nikita's great-granddaughter), New Statesman, 2 October 2000 Modern History Sourcebook: Nikita S. Khrushchev: The Secret Speech — On the Cult of Personality, 1956 ""Tumultuous, prolonged applause ending in ovation. All rise."" Khrushchev's ""Secret Report"" & Poland Archived 7 February 2009 at the Wayback Mac...",0,,0,,1,"...ven more severe condemnations of Stalin (and of Khrushchev), and even call for multi-party elections. However, Stalin was not publicly denounced, and his portrait remained widespread through the USSR, from airports to Khrushchev's Kremlin office. Mikhail Gorbachev, then a Komsomol official, recalled that though...",0,
